comment,sentiment,Unnamed: 2,tokens
oye chotu tum tou payare hone kay sath sath bohat genius b ho,positive,,"['oye', 'chotu', 'tum', 'tou', 'payare', 'hone', 'kay', 'sath', 'sath', 'bohat', 'genius', 'b', 'ho']"
dj to baray kaam ka hai yaar,positive,,"['dj', 'to', 'baray', 'kaam', 'ka', 'hai', 'yaar']"
agr dj breaking news de ga toh zror bht zbrdst hi hogi,positive,,"['agr', 'dj', 'breaking', 'news', 'de', 'ga', 'toh', 'zror', 'bht', 'zbrdst', 'hi', 'hogi']"
cool dj bhai ho toh haan asa,positive,,"['cool', 'dj', 'bhai', 'ho', 'toh', 'haan', 'asa']"
mera bhi dj fav hai chotu reporter,positive,,"['mera', 'bhi', 'dj', 'fav', 'hai', 'chotu', 'reporter']"
kitna acha bhai hai kehta main daant kha lun ga aap tension na lo,positive,,"['kitna', 'acha', 'bhai', 'hai', 'kehta', 'main', 'daant', 'kha', 'lun', 'ga', 'aap', 'tension', 'na', 'lo']"
dj ko aik pappi idrrr aikk pappii udrr,positive,,"['dj', 'ko', 'aik', 'pappi', 'idrrr', 'aikk', 'pappii', 'udrr']"
dj ki wja se drama dykna ka dil krta haan,positive,,"['dj', 'ki', 'wja', 'se', 'drama', 'dykna', 'ka', 'dil', 'krta', 'haan']"
very bad dj ne ja video wap ni ki arsal ko,negative,,"['very', 'bad', 'dj', 'ne', 'ja', 'video', 'wap', 'ni', 'ki', 'arsal', 'ko']"
dj yar fees bht kum leta haan bary bary kamon key,positive,,"['dj', 'yar', 'fees', 'bht', 'kum', 'leta', 'haan', 'bary', 'bary', 'kamon', 'key']"
zabrdast drama lovuuuuuu jiya nd arsal mny phly kbi easa drama nhi dekha world best drama weldon,positive,,"['zabrdast', 'drama', 'lovuuuuuu', 'jiya', 'nd', 'arsal', 'mny', 'phly', 'kbi', 'easa', 'drama', 'nhi', 'dekha', 'world', 'best', 'drama', 'weldon']"
sir resquest hai aap sy aap ki awaz my naat sunna chahati hon aap ki pasnd ki please can you,positive,,"['sir', 'resquest', 'hai', 'aap', 'sy', 'aap', 'ki', 'awaz', 'my', 'naat', 'sunna', 'chahati', 'hon', 'aap', 'ki', 'pasnd', 'ki', 'please', 'can', 'you']"
in ki awaz bhht e mutasir kun hai bhtt chahat hai in sy nataya ya phr koi dua in ki awaz my sunny ki,positive,,"['in', 'ki', 'awaz', 'bhht', 'e', 'mutasir', 'kun', 'hai', 'bhtt', 'chahat', 'hai', 'in', 'sy', 'nataya', 'ya', 'phr', 'koi', 'dua', 'in', 'ki', 'awaz', 'my', 'sunny', 'ki']"
exactly yr dj rocks lv arsal jia sherry ki insult hahaha but is kinza ki bachi ki himmat kese hue jia ko marne ki i don t like kinza,negative,,"['exactly', 'yr', 'dj', 'rocks', 'lv', 'arsal', 'jia', 'sherry', 'ki', 'insult', 'hahaha', 'but', 'is', 'kinza', 'ki', 'bachi', 'ki', 'himmat', 'kese', 'hue', 'jia', 'ko', 'marne', 'ki', 'i', 'don', 't', 'like', 'kinza']"
nh yr arsal ne kinza ka hath pkr lia mera tou dil kr tha tha kay tv main ghus kay us kinza ki pitaee lagaun,negative,,"['nh', 'yr', 'arsal', 'ne', 'kinza', 'ka', 'hath', 'pkr', 'lia', 'mera', 'tou', 'dil', 'kr', 'tha', 'tha', 'kay', 'tv', 'main', 'ghus', 'kay', 'us', 'kinza', 'ki', 'pitaee', 'lagaun']"
agree dj rocks yr aj kay episode mein dj chaa gaya,positive,,"['agree', 'dj', 'rocks', 'yr', 'aj', 'kay', 'episode', 'mein', 'dj', 'chaa', 'gaya']"
ye harkt girlz hi kr skti hy marne waali,negative,,"['ye', 'harkt', 'girlz', 'hi', 'kr', 'skti', 'hy', 'marne', 'waali']"
han yr dj great haan,positive,,"['han', 'yr', 'dj', 'great', 'haan']"
bus jo kinza hai na wo boht irritating hai can t tolerate her more,negative,,"['bus', 'jo', 'kinza', 'hai', 'na', 'wo', 'boht', 'irritating', 'hai', 'can', 't', 'tolerate', 'her', 'more']"
yr sherry tou lush haan but sherry ke sath kinza heroen haan mjhe afsos ho rha haan,negative,,"['yr', 'sherry', 'tou', 'lush', 'haan', 'but', 'sherry', 'ke', 'sath', 'kinza', 'heroen', 'haan', 'mjhe', 'afsos', 'ho', 'rha', 'haan']"
han yr sherry kay sath koi or achi laki honi chahiye thi kinza nhi bechara sherry,negative,,"['han', 'yr', 'sherry', 'kay', 'sath', 'koi', 'or', 'achi', 'laki', 'honi', 'chahiye', 'thi', 'kinza', 'nhi', 'bechara', 'sherry']"
han yr ja tu chali jaa krle acting bnja sherry ki heroin,negative,,"['han', 'yr', 'ja', 'tu', 'chali', 'jaa', 'krle', 'acting', 'bnja', 'sherry', 'ki', 'heroin']"
oye hoye but jokes a part is kinza ko drama se nikalo,negative,,"['oye', 'hoye', 'but', 'jokes', 'a', 'part', 'is', 'kinza', 'ko', 'drama', 'se', 'nikalo']"
hmmm aur jhoot dkho ek tou jia pr haath uthaya then natak krke apni family ki sympathy hasil krne chali gae,negative,,"['hmmm', 'aur', 'jhoot', 'dkho', 'ek', 'tou', 'jia', 'pr', 'haath', 'uthaya', 'then', 'natak', 'krke', 'apni', 'family', 'ki', 'sympathy', 'hasil', 'krne', 'chali', 'gae']"
yr yeh drama khtm nh hona chahye chalta rhna,negative,,"['yr', 'yeh', 'drama', 'khtm', 'nh', 'hona', 'chahye', 'chalta', 'rhna']"
han yr show to ese kara rahi thi jese jia ki waja se arsal ne isse thapar mara ho notanki kahin ki,negative,,"['han', 'yr', 'show', 'to', 'ese', 'kara', 'rahi', 'thi', 'jese', 'jia', 'ki', 'waja', 'se', 'arsal', 'ne', 'isse', 'thapar', 'mara', 'ho', 'notanki', 'kahin', 'ki']"
i wish kabhi khatam na ho but ramazan special drama hai eid kay bad khatam ho jaye ga,negative,,"['i', 'wish', 'kabhi', 'khatam', 'na', 'ho', 'but', 'ramazan', 'special', 'drama', 'hai', 'eid', 'kay', 'bad', 'khatam', 'ho', 'jaye', 'ga']"
kash arsal jia mein se koi to ese ek mar hi deta thapar,negative,,"['kash', 'arsal', 'jia', 'mein', 'se', 'koi', 'to', 'ese', 'ek', 'mar', 'hi', 'deta', 'thapar']"
y kinza naam ki kuriyan esii hi hotii hen bhooti choose hoe amb wargii ho phir b attitude satwen asmaan pe,negative,,"['y', 'kinza', 'naam', 'ki', 'kuriyan', 'esii', 'hi', 'hotii', 'hen', 'bhooti', 'choose', 'hoe', 'amb', 'wargii', 'ho', 'phir', 'b', 'attitude', 'satwen', 'asmaan', 'pe']"
aur jb jia ka dil nh tha papers main signature krne ka tou dj ka zbrdst kaam kia but bachy ko thori sunna pari,positive,,"['aur', 'jb', 'jia', 'ka', 'dil', 'nh', 'tha', 'papers', 'main', 'signature', 'krne', 'ka', 'tou', 'dj', 'ka', 'zbrdst', 'kaam', 'kia', 'but', 'bachy', 'ko', 'thori', 'sunna', 'pari']"
yr i just don t like kinza himmat kese hui is ki jia pe hath uthane ki,positive,,"['yr', 'i', 'just', 'don', 't', 'like', 'kinza', 'himmat', 'kese', 'hui', 'is', 'ki', 'jia', 'pe', 'hath', 'uthane', 'ki']"
sutan jo hy jia ki,negative,,"['sutan', 'jo', 'hy', 'jia', 'ki']"
us kay andar ka pathan bahir aa gaya th,negative,,"['us', 'kay', 'andar', 'ka', 'pathan', 'bahir', 'aa', 'gaya', 'th']"
mera bs chaly to isse drama se hi bahar kr dun churail kahin ki,negative,,"['mera', 'bs', 'chaly', 'to', 'isse', 'drama', 'se', 'hi', 'bahar', 'kr', 'dun', 'churail', 'kahin', 'ki']"
mera bs chale to arsal wale script main hr dialogue kay bd kinza kay leay do char thaprou ka special package krwa dun,negative,,"['mera', 'bs', 'chale', 'to', 'arsal', 'wale', 'script', 'main', 'hr', 'dialogue', 'kay', 'bd', 'kinza', 'kay', 'leay', 'do', 'char', 'thaprou', 'ka', 'special', 'package', 'krwa', 'dun']"
hurmain fatima yeh mast hai esa hi hona chahiye,positive,,"['hurmain', 'fatima', 'yeh', 'mast', 'hai', 'esa', 'hi', 'hona', 'chahiye']"
last seen bht axha tha jb arsal se coffee girti hai jiya ky hath per osm,negative,,"['last', 'seen', 'bht', 'axha', 'tha', 'jb', 'arsal', 'se', 'coffee', 'girti', 'hai', 'jiya', 'ky', 'hath', 'per', 'osm']"
dj ki acting to best haan or aj ki to or bhi superb,positive,,"['dj', 'ki', 'acting', 'to', 'best', 'haan', 'or', 'aj', 'ki', 'to', 'or', 'bhi', 'superb']"
waqae yr mera dil kr rha haan kay saray epi ek sath dkh lun ab tou khwab main bh jia arsal aate haan or kinza bhoot bnke aati haan,negative,,"['waqae', 'yr', 'mera', 'dil', 'kr', 'rha', 'haan', 'kay', 'saray', 'epi', 'ek', 'sath', 'dkh', 'lun', 'ab', 'tou', 'khwab', 'main', 'bh', 'jia', 'arsal', 'aate', 'haan', 'or', 'kinza', 'bhoot', 'bnke', 'aati', 'haan']"
yr starting mein kinza nice thi per ab jb b jia arsal sath hoty hai tang arany a jati hai,negative,,"['yr', 'starting', 'mein', 'kinza', 'nice', 'thi', 'per', 'ab', 'jb', 'b', 'jia', 'arsal', 'sath', 'hoty', 'hai', 'tang', 'arany', 'a', 'jati', 'hai']"
jia arsal dono kay parents b boht funny hai yr,positive,,"['jia', 'arsal', 'dono', 'kay', 'parents', 'b', 'boht', 'funny', 'hai', 'yr']"
billo aj bh zinda haan and dj ny kamal kr dia aj,positive,,"['billo', 'aj', 'bh', 'zinda', 'haan', 'and', 'dj', 'ny', 'kamal', 'kr', 'dia', 'aj']"
aaj ki episode bohat axhi thi,positive,,"['aaj', 'ki', 'episode', 'bohat', 'axhi', 'thi']"
billo auntie waqaii kamal kr rhii hen or dj was superb today behan kay leay itna kuch or rhaa haan so cute kinzaa baandrii zrafe ki chotii behan zehr lgtii haan muje or next promo was good am excited for next episode jiya ki b video bne gii dil ka haal maloom ho jae ga bss y kinzaa dfaa ho jae manhoos maari,positive,,"['billo', 'auntie', 'waqaii', 'kamal', 'kr', 'rhii', 'hen', 'or', 'dj', 'was', 'superb', 'today', 'behan', 'kay', 'leay', 'itna', 'kuch', 'or', 'rhaa', 'haan', 'so', 'cute', 'kinzaa', 'baandrii', 'zrafe', 'ki', 'chotii', 'behan', 'zehr', 'lgtii', 'haan', 'muje', 'or', 'next', 'promo', 'was', 'good', 'am', 'excited', 'for', 'next', 'episode', 'jiya', 'ki', 'b', 'video', 'bne', 'gii', 'dil', 'ka', 'haal', 'maloom', 'ho', 'jae', 'ga', 'bss', 'y', 'kinzaa', 'dfaa', 'ho', 'jae', 'manhoos', 'maari']"
nice episode good job done by samina ahmed and tabish or acting b bht good ki sub ny bilo anti ny to game e change kr di sari and dj b sporting role play kr raha haan for jia and arsal and jamal khan ki gherat jag gye haan hahahaha,positive,,"['nice', 'episode', 'good', 'job', 'done', 'by', 'samina', 'ahmed', 'and', 'tabish', 'or', 'acting', 'b', 'bht', 'good', 'ki', 'sub', 'ny', 'bilo', 'anti', 'ny', 'to', 'game', 'e', 'change', 'kr', 'di', 'sari', 'and', 'dj', 'b', 'sporting', 'role', 'play', 'kr', 'raha', 'haan', 'for', 'jia', 'and', 'arsal', 'and', 'jamal', 'khan', 'ki', 'gherat', 'jag', 'gye', 'haan', 'hahahaha']"
akhir hi aalla dailogue thy aj,positive,,"['akhir', 'hi', 'aalla', 'dailogue', 'thy', 'aj']"
kash ye khtam e na ho,positive,,"['kash', 'ye', 'khtam', 'e', 'na', 'ho']"
nasha hi chrh gya,negative,,"['nasha', 'hi', 'chrh', 'gya']"
yh drama best hy but ramzan kay baad khtam ho jye ga,negative,,"['yh', 'drama', 'best', 'hy', 'but', 'ramzan', 'kay', 'baad', 'khtam', 'ho', 'jye', 'ga']"
ye drama buhat addictive hai ye drama dekhne ke bad yahn pe comments dekhne se bhi maza ata hai billo is playing a positive character now d j too fully enjoyed today,positive,,"['ye', 'drama', 'buhat', 'addictive', 'hai', 'ye', 'drama', 'dekhne', 'ke', 'bad', 'yahn', 'pe', 'comments', 'dekhne', 'se', 'bhi', 'maza', 'ata', 'hai', 'billo', 'is', 'playing', 'a', 'positive', 'character', 'now', 'd', 'j', 'too', 'fully', 'enjoyed', 'today']"
kinza ki esi ki tesi how could she slap jiya us kay husband se shadi kr rae hey guilty feel krne ki bajaye badmashi dikha rae hey loser jiya faltu hey jiska dil krta hey batamizi kr kay chala jata hey,negative,,"['kinza', 'ki', 'esi', 'ki', 'tesi', 'how', 'could', 'she', 'slap', 'jiya', 'us', 'kay', 'husband', 'se', 'shadi', 'kr', 'rae', 'hey', 'guilty', 'feel', 'krne', 'ki', 'bajaye', 'badmashi', 'dikha', 'rae', 'hey', 'loser', 'jiya', 'faltu', 'hey', 'jiska', 'dil', 'krta', 'hey', 'batamizi', 'kr', 'kay', 'chala', 'jata', 'hey']"
ye 1st ramadan se kinza shaitan geri kar rahi hai jab se drama start huwa hai aur 1st ramadan se shaitan band hai aur sach pochiye toh ye kinza shaitan ki kami mehsoos hone nhii derahi,negative,,"['ye', '1st', 'ramadan', 'se', 'kinza', 'shaitan', 'geri', 'kar', 'rahi', 'hai', 'jab', 'se', 'drama', 'start', 'huwa', 'hai', 'aur', '1st', 'ramadan', 'se', 'shaitan', 'band', 'hai', 'aur', 'sach', 'pochiye', 'toh', 'ye', 'kinza', 'shaitan', 'ki', 'kami', 'mehsoos', 'hone', 'nhii', 'derahi']"
hahaha aap logo kay samna a gae too aap logo na drama kay chakar ma such ma gala hi daba dena haan,negative,,"['hahaha', 'aap', 'logo', 'kay', 'samna', 'a', 'gae', 'too', 'aap', 'logo', 'na', 'drama', 'kay', 'chakar', 'ma', 'such', 'ma', 'gala', 'hi', 'daba', 'dena', 'haan']"
ab to arsal main afsoos lag rha hai,negative,,"['ab', 'to', 'arsal', 'main', 'afsoos', 'lag', 'rha', 'hai']"
qasmy besabri aay intezar kal ka,negative,,"['qasmy', 'besabri', 'aay', 'intezar', 'kal', 'ka']"
kinza but buri hai,negative,,"['kinza', 'but', 'buri', 'hai']"
is sal ka best drama haan,positive,,"['is', 'sal', 'ka', 'best', 'drama', 'haan']"
please eid kay baad bhi ise continue kre please,positive,,"['please', 'eid', 'kay', 'baad', 'bhi', 'ise', 'continue', 'kre', 'please']"
dj bht cute haai yrr kinza phlt to bari masoom thi,positive,,"['dj', 'bht', 'cute', 'haai', 'yrr', 'kinza', 'phlt', 'to', 'bari', 'masoom', 'thi']"
hamara chanda kuch sunta hi nhi,negative,,"['hamara', 'chanda', 'kuch', 'sunta', 'hi', 'nhi']"
fir kataygi ab,negative,,"['fir', 'kataygi', 'ab']"
please i have a crush on this dramaap mjhy bta kty hein kay ye drama just ramadan mey hi lgy ga us kay bad nhiii,positive,,"['please', 'i', 'have', 'a', 'crush', 'on', 'this', 'dramaap', 'mjhy', 'bta', 'kty', 'hein', 'kay', 'ye', 'drama', 'just', 'ramadan', 'mey', 'hi', 'lgy', 'ga', 'us', 'kay', 'bad', 'nhiii']"
ye ramadan ka special drama hai eid ke dosre din tak khatam hojai ga mujhe bhi buhat pasand hai,positive,,"['ye', 'ramadan', 'ka', 'special', 'drama', 'hai', 'eid', 'ke', 'dosre', 'din', 'tak', 'khatam', 'hojai', 'ga', 'mujhe', 'bhi', 'buhat', 'pasand', 'hai']"
g new type ka drama hai,positive,,"['g', 'new', 'type', 'ka', 'drama', 'hai']"
drama acha hai funny bhi hai billo aur shano ki but aur bhi ache drame hai pakistani,positive,,"['drama', 'acha', 'hai', 'funny', 'bhi', 'hai', 'billo', 'aur', 'shano', 'ki', 'but', 'aur', 'bhi', 'ache', 'drame', 'hai', 'pakistani']"
ok hosakta haan wesy mainy ek ee suno chanda drama dilse deka haan dosre nai dekhe,positive,,"['ok', 'hosakta', 'haan', 'wesy', 'mainy', 'ek', 'ee', 'suno', 'chanda', 'drama', 'dilse', 'deka', 'haan', 'dosre', 'nai', 'dekhe']"
ye bandi bara kamal ke acting karte hain jis kerdar main hoti hain jaan dal dete hain,positive,,"['ye', 'bandi', 'bara', 'kamal', 'ke', 'acting', 'karte', 'hain', 'jis', 'kerdar', 'main', 'hoti', 'hain', 'jaan', 'dal', 'dete', 'hain']"
plzz is drama ko kuchhh mahina aor chalaien,positive,,"['plzz', 'is', 'drama', 'ko', 'kuchhh', 'mahina', 'aor', 'chalaien']"
bhut he acha drama hai love it,positive,,"['bhut', 'he', 'acha', 'drama', 'hai', 'love', 'it']"
billo g aap sohni bohat haan,positive,,"['billo', 'g', 'aap', 'sohni', 'bohat', 'haan']"
is billo ki lipstick light krin to kuch achi lgy gi,negative,,"['is', 'billo', 'ki', 'lipstick', 'light', 'krin', 'to', 'kuch', 'achi', 'lgy', 'gi']"
phupi ho to billo g ki trah best acting billo g,positive,,"['phupi', 'ho', 'to', 'billo', 'g', 'ki', 'trah', 'best', 'acting', 'billo', 'g']"
allah ka khauf kar please allah ke waste eid main maat khatam kar naa,negative,,"['allah', 'ka', 'khauf', 'kar', 'please', 'allah', 'ke', 'waste', 'eid', 'main', 'maat', 'khatam', 'kar', 'naa']"
agar zyda lamba ho gya to bore ho jana hai,negative,,"['agar', 'zyda', 'lamba', 'ho', 'gya', 'to', 'bore', 'ho', 'jana', 'hai']"
please indians ki tarah ghaseetna nahen kay jiya us se pyar karti hai kay nahen pata chalte chalte mazeed 10 episodes guzar jayen please un kay love scenes aur un ka chup ker milna bohat maza aata hai dikhayen aur shukar hai kisi channel ko yaad aaya yeh qoum hansane ka b haq rakhti hai,positive,,"['please', 'indians', 'ki', 'tarah', 'ghaseetna', 'nahen', 'kay', 'jiya', 'us', 'se', 'pyar', 'karti', 'hai', 'kay', 'nahen', 'pata', 'chalte', 'chalte', 'mazeed', '10', 'episodes', 'guzar', 'jayen', 'please', 'un', 'kay', 'love', 'scenes', 'aur', 'un', 'ka', 'chup', 'ker', 'milna', 'bohat', 'maza', 'aata', 'hai', 'dikhayen', 'aur', 'shukar', 'hai', 'kisi', 'channel', 'ko', 'yaad', 'aaya', 'yeh', 'qoum', 'hansane', 'ka', 'b', 'haq', 'rakhti', 'hai']"
billo unty hain naa wo kis kam ayengii,positive,,"['billo', 'unty', 'hain', 'naa', 'wo', 'kis', 'kam', 'ayengii']"
billo bandri oh sorry rani xd,negative,,"['billo', 'bandri', 'oh', 'sorry', 'rani', 'xd']"
jaan chor do is serial ki,negative,,"['jaan', 'chor', 'do', 'is', 'serial', 'ki']"
yaar ye couple bht dashing haan yaarr,positive,,"['yaar', 'ye', 'couple', 'bht', 'dashing', 'haan', 'yaarr']"
hahahaha tm n single he rehna haan,negative,,"['hahahaha', 'tm', 'n', 'single', 'he', 'rehna', 'haan']"
msla fer koi ramzan mn aftaar kay bad aisi dua deta koi kisi ko,negative,,"['msla', 'fer', 'koi', 'ramzan', 'mn', 'aftaar', 'kay', 'bad', 'aisi', 'dua', 'deta', 'koi', 'kisi', 'ko']"
hahaha tmhy bardasht b kon kry,negative,,"['hahaha', 'tmhy', 'bardasht', 'b', 'kon', 'kry']"
krny walay kar b rahay krain gy b aap se matlab,negative,,"['krny', 'walay', 'kar', 'b', 'rahay', 'krain', 'gy', 'b', 'aap', 'se', 'matlab']"
apko btana lazmi koi nai,negative,,"['apko', 'btana', 'lazmi', 'koi', 'nai']"
billo kholy ge nawa katta,negative,,"['billo', 'kholy', 'ge', 'nawa', 'katta']"
bilo kholay gi nawa kattaa,negative,,"['bilo', 'kholay', 'gi', 'nawa', 'kattaa']"
bilo aunty aur dj khole gay,negative,,"['bilo', 'aunty', 'aur', 'dj', 'khole', 'gay']"
nawa katta to phupho ne khola hy nafrat ka unko hi pakro waise ye phupho aesa q kartin hain d,negative,,"['nawa', 'katta', 'to', 'phupho', 'ne', 'khola', 'hy', 'nafrat', 'ka', 'unko', 'hi', 'pakro', 'waise', 'ye', 'phupho', 'aesa', 'q', 'kartin', 'hain', 'd']"
haan ye tou haan phopu hi hr wari pandi mrti haan hr kam may,negative,,"['haan', 'ye', 'tou', 'haan', 'phopu', 'hi', 'hr', 'wari', 'pandi', 'mrti', 'haan', 'hr', 'kam', 'may']"
billo aur dj ab kuch karaingay aisa lag raha hai aur waisay b jiya ho gaya hai tujh ko to pyar sajna laakh kar le tu inkar sajna,positive,,"['billo', 'aur', 'dj', 'ab', 'kuch', 'karaingay', 'aisa', 'lag', 'raha', 'hai', 'aur', 'waisay', 'b', 'jiya', 'ho', 'gaya', 'hai', 'tujh', 'ko', 'to', 'pyar', 'sajna', 'laakh', 'kar', 'le', 'tu', 'inkar', 'sajna']"
jiya ko apni feelings except kr leni chahiay phopu khasma nu khani enj dia e hundia nay jiya ko 1 br kinza ki bzati zrur krni chahiay,negative,,"['jiya', 'ko', 'apni', 'feelings', 'except', 'kr', 'leni', 'chahiay', 'phopu', 'khasma', 'nu', 'khani', 'enj', 'dia', 'e', 'hundia', 'nay', 'jiya', 'ko', '1', 'br', 'kinza', 'ki', 'bzati', 'zrur', 'krni', 'chahiay']"
ye arsal ka gareban kabi band q ni hota,negative,,"['ye', 'arsal', 'ka', 'gareban', 'kabi', 'band', 'q', 'ni', 'hota']"
punjabi filmoo ka hero ban ny ki kosish main hota haan na islye,positive,,"['punjabi', 'filmoo', 'ka', 'hero', 'ban', 'ny', 'ki', 'kosish', 'main', 'hota', 'haan', 'na', 'islye']"
kinza tu zeher lgi sj mjhy,negative,,"['kinza', 'tu', 'zeher', 'lgi', 'sj', 'mjhy']"
han na bht meesni hy ksmain ah ki episode main dykhi na ghuni,negative,,"['han', 'na', 'bht', 'meesni', 'hy', 'ksmain', 'ah', 'ki', 'episode', 'main', 'dykhi', 'na', 'ghuni']"
churail hai poro,negative,,"['churail', 'hai', 'poro']"
churail fir choti hoti dyin hy wo puri,negative,,"['churail', 'fir', 'choti', 'hoti', 'dyin', 'hy', 'wo', 'puri']"
billo bandri khulwaye gi nawa katta,negative,,"['billo', 'bandri', 'khulwaye', 'gi', 'nawa', 'katta']"
plzzzzzz is drama ka end na karan hum tv,negative,,"['plzzzzzz', 'is', 'drama', 'ka', 'end', 'na', 'karan', 'hum', 'tv']"
i think yeh pyar nahi arsal is playing with jia jahan tak mera kheyal bhot dard dey ga isko agar aesa kiya tou sarey drame ka maza khrab,negative,,"['i', 'think', 'yeh', 'pyar', 'nahi', 'arsal', 'is', 'playing', 'with', 'jia', 'jahan', 'tak', 'mera', 'kheyal', 'bhot', 'dard', 'dey', 'ga', 'isko', 'agar', 'aesa', 'kiya', 'tou', 'sarey', 'drame', 'ka', 'maza', 'khrab']"
nahi arsal piyar hi karta hy isko,positive,,"['nahi', 'arsal', 'piyar', 'hi', 'karta', 'hy', 'isko']"
lala ayaan mere kheyal main end pe koi twist hona jb jia mukamal mohabbat kr bethy gi,positive,,"['lala', 'ayaan', 'mere', 'kheyal', 'main', 'end', 'pe', 'koi', 'twist', 'hona', 'jb', 'jia', 'mukamal', 'mohabbat', 'kr', 'bethy', 'gi']"
billo aunty or dj kholein gy nawa katta,negative,,"['billo', 'aunty', 'or', 'dj', 'kholein', 'gy', 'nawa', 'katta']"
jo bhi hai shuro shuro my yeh drama bhot hi mazy ka tha funny sa pr ab to drama ko pta nhi kia krdia haan jiya har wakt roti hi rhti haan inko pyar nhi hona chahiye tha yeh larty hi achy lgty thy ab to drama boring kr dia haan jiya ki sherry sy honi chahiye or arsal ki kinza sy,negative,,"['jo', 'bhi', 'hai', 'shuro', 'shuro', 'my', 'yeh', 'drama', 'bhot', 'hi', 'mazy', 'ka', 'tha', 'funny', 'sa', 'pr', 'ab', 'to', 'drama', 'ko', 'pta', 'nhi', 'kia', 'krdia', 'haan', 'jiya', 'har', 'wakt', 'roti', 'hi', 'rhti', 'haan', 'inko', 'pyar', 'nhi', 'hona', 'chahiye', 'tha', 'yeh', 'larty', 'hi', 'achy', 'lgty', 'thy', 'ab', 'to', 'drama', 'boring', 'kr', 'dia', 'haan', 'jiya', 'ki', 'sherry', 'sy', 'honi', 'chahiye', 'or', 'arsal', 'ki', 'kinza', 'sy']"
ab to bs kl kay episode ka intzar haan,negative,,"['ab', 'to', 'bs', 'kl', 'kay', 'episode', 'ka', 'intzar', 'haan']"
bohat mazy ka haan drama,positive,,"['bohat', 'mazy', 'ka', 'haan', 'drama']"
shinging angle fb pa upload ki ijazat ni hai fb pa srif promo upload karsakta hai hum log sorry,negative,,"['shinging', 'angle', 'fb', 'pa', 'upload', 'ki', 'ijazat', 'ni', 'hai', 'fb', 'pa', 'srif', 'promo', 'upload', 'karsakta', 'hai', 'hum', 'log', 'sorry']"
hollywood ki actress kharab hoti hain ye achi hai,negative,,"['hollywood', 'ki', 'actress', 'kharab', 'hoti', 'hain', 'ye', 'achi', 'hai']"
ji irfan yeh bat tu haan are amaxing talent haan iqra main,positive,,"['ji', 'irfan', 'yeh', 'bat', 'tu', 'haan', 'are', 'amaxing', 'talent', 'haan', 'iqra', 'main']"
good drama subse acha kaam kinza ne kya haan uski acting yadgar rahi gilove kinza,positive,,"['good', 'drama', 'subse', 'acha', 'kaam', 'kinza', 'ne', 'kya', 'haan', 'uski', 'acting', 'yadgar', 'rahi', 'gilove', 'kinza']"
