comment,sentiment,tokens
جب وہ ہار جاتے ہیں تو وہ میچ فکسنگ پر سسٹم انتخاب اور دھماکے کے بارے میں گفتگو شروع کرتے ہیں لیکن شکست کو کبھی قبول نہیں کرتے ہیں۔ جب وہ جیت جاتے ہیں تو وہ سب کو بھول جاتے ہیں۔,negative,"['جب', 'وہ', 'ہار', 'جاتے', 'ہیں', 'تو', 'وہ', 'میچ', 'فکسنگ', 'پر', 'سسٹم', 'انتخاب', 'اور', 'دھماکے', 'کے', 'بارے', 'میں', 'گفتگو', 'شروع', 'کرتے', 'ہیں', 'لیکن', 'شکست', 'کو', 'کبھی', 'قبول', 'نہیں', 'کرتے', 'ہیں۔', 'جب', 'وہ', 'جیت', 'جاتے', 'ہیں', 'تو', 'وہ', 'سب', 'کو', 'بھول', 'جاتے', 'ہیں۔']"
پاکستانی کرکٹ کھیلنے نہیں آئے۔وہ ابھی دہشت گردوں اور فلسطنیوں کی حمایت کرنے آئے تھے,negative,"['پاکستانی', 'کرکٹ', 'کھیلنے', 'نہیں', 'آئے۔وہ', 'ابھی', 'دہشت', 'گردوں', 'اور', 'فلسطنیوں', 'کی', 'حمایت', 'کرنے', 'آئے', 'تھے']"
اینکر کو ٹوپیاں,negative,"['اینکر', 'کو', 'ٹوپیاں']"
افغانو کا باب کھائیں,negative,"['افغانو', 'کا', 'باب', 'کھائیں']"
اگر مصباح اور شعیب ملک کو ہندوستانی بولر کے بارے میں سب جانتے ہیں تو وہ اسپنرز کو بیٹنگ کرنے کا طریقہ جانتے ہیں لہذا وہ دونوں اپنے کھیل کے وقت میں ورلڈ کپ جیت نہیں سکتے تھے۔,negative,"['اگر', 'مصباح', 'اور', 'شعیب', 'ملک', 'کو', 'ہندوستانی', 'بولر', 'کے', 'بارے', 'میں', 'سب', 'جانتے', 'ہیں', 'تو', 'وہ', 'اسپنرز', 'کو', 'بیٹنگ', 'کرنے', 'کا', 'طریقہ', 'جانتے', 'ہیں', 'لہذا', 'وہ', 'دونوں', 'اپنے', 'کھیل', 'کے', 'وقت', 'میں', 'ورلڈ', 'کپ', 'جیت', 'نہیں', 'سکتے', 'تھے۔']"
آپ لوگوں نے ورلڈ کپ میں کبھی ہندوستان کو شکست دی,negative,"['آپ', 'لوگوں', 'نے', 'ورلڈ', 'کپ', 'میں', 'کبھی', 'ہندوستان', 'کو', 'شکست', 'دی']"
انہیں صرف اپنے گھر کی چھت پر کھیلیں۔,negative,"['انہیں', 'صرف', 'اپنے', 'گھر', 'کی', 'چھت', 'پر', 'کھیلیں۔']"
پاکستان کے یہ سارے ماہرین ہندوستان کے خلاف ورلڈ کپ کے تمام میچ ہارنے کے لئے پہلے ذمہ دار ہیں,negative,"['پاکستان', 'کے', 'یہ', 'سارے', 'ماہرین', 'ہندوستان', 'کے', 'خلاف', 'ورلڈ', 'کپ', 'کے', 'تمام', 'میچ', 'ہارنے', 'کے', 'لئے', 'پہلے', 'ذمہ', 'دار', 'ہیں']"
جاپٹن کیپٹن پر پابندی,negative,"['جاپٹن', 'کیپٹن', 'پر', 'پابندی']"
آپ سب بے شرمی میں ہیں,negative,"['آپ', 'سب', 'بے', 'شرمی', 'میں', 'ہیں']"
انگریزوں نے ان کو گندا کیا۔یہ صرف ایک وقت کی بات ہے کہ ان کی خوشی ہوگی۔,negative,"['انگریزوں', 'نے', 'ان', 'کو', 'گندا', 'کیا۔یہ', 'صرف', 'ایک', 'وقت', 'کی', 'بات', 'ہے', 'کہ', 'ان', 'کی', 'خوشی', 'ہوگی۔']"
بدترین محسن نقوی,negative,"['بدترین', 'محسن', 'نقوی']"
زمبابار,negative,['زمبابار']
بائیکاٹ پی ایس ایل,negative,"['بائیکاٹ', 'پی', 'ایس', 'ایل']"
کبھی بھی نصف سنچری اسکور نہیں کرسکتا,negative,"['کبھی', 'بھی', 'نصف', 'سنچری', 'اسکور', 'نہیں', 'کرسکتا']"
مجھے پی ایس ایل سے فلسطین کی حمایت نہ کرنے سے نفرت ہے,negative,"['مجھے', 'پی', 'ایس', 'ایل', 'سے', 'فلسطین', 'کی', 'حمایت', 'نہ', 'کرنے', 'سے', 'نفرت', 'ہے']"
کنگ کوئی موٹا بچہ نہیں ہے,negative,"['کنگ', 'کوئی', 'موٹا', 'بچہ', 'نہیں', 'ہے']"
حسنین نے اپنے ہاتھوں سے اپنے کیریئر کو تباہ کردیا ہے,negative,"['حسنین', 'نے', 'اپنے', 'ہاتھوں', 'سے', 'اپنے', 'کیریئر', 'کو', 'تباہ', 'کردیا', 'ہے']"
باجوہ ملک کو تباہ کرنے کے بعد کرکٹ دیکھ رہے ہیں,negative,"['باجوہ', 'ملک', 'کو', 'تباہ', 'کرنے', 'کے', 'بعد', 'کرکٹ', 'دیکھ', 'رہے', 'ہیں']"
فکسرز,negative,['فکسرز']
ہم حتمی رامیز راجہ کے لئے ہرے ہیں,negative,"['ہم', 'حتمی', 'رامیز', 'راجہ', 'کے', 'لئے', 'ہرے', 'ہیں']"
پی سی بی سے کم معیار کے کاموں میں بہت ساری حدود لاپتہ ہیں,negative,"['پی', 'سی', 'بی', 'سے', 'کم', 'معیار', 'کے', 'کاموں', 'میں', 'بہت', 'ساری', 'حدود', 'لاپتہ', 'ہیں']"
بابر کے بچے پیش نہیں ہوئے,negative,"['بابر', 'کے', 'بچے', 'پیش', 'نہیں', 'ہوئے']"
آپ ٹیسٹ کیوں کھیل رہے ہیں,negative,"['آپ', 'ٹیسٹ', 'کیوں', 'کھیل', 'رہے', 'ہیں']"
شاہین افیفی نے بیٹنگ کے معاملے کی وجہ سے بری بولٹنگ کی,negative,"['شاہین', 'افیفی', 'نے', 'بیٹنگ', 'کے', 'معاملے', 'کی', 'وجہ', 'سے', 'بری', 'بولٹنگ', 'کی']"
شاہین آفریدی کیریئر اختتام کی طرف ہے,negative,"['شاہین', 'آفریدی', 'کیریئر', 'اختتام', 'کی', 'طرف', 'ہے']"
صرف ٹی ڈوور میں بین الاقوامی سطح پر نہیں,negative,"['صرف', 'ٹی', 'ڈوور', 'میں', 'بین', 'الاقوامی', 'سطح', 'پر', 'نہیں']"
عماد بابر ٹی ڈوور پلیئر نہیں ہے,negative,"['عماد', 'بابر', 'ٹی', 'ڈوور', 'پلیئر', 'نہیں', 'ہے']"
تم کرکے دیکھادو نا جو مقدرمیں تھا وہ ہوگیا,negative,"['تم', 'کرکے', 'دیکھادو', 'نا', 'جو', 'مقدرمیں', 'تھا', 'وہ', 'ہوگیا']"
یا اللہ اس کو کمپنی غارت کرے,negative,"['یا', 'اللہ', 'اس', 'کو', 'کمپنی', 'غارت', 'کرے']"
عماد وسیم کونے میں رو رہا ہے,negative,"['عماد', 'وسیم', 'کونے', 'میں', 'رو', 'رہا', 'ہے']"
سرفراز خود کپتانوں کو نہیں لیتے ہیں,negative,"['سرفراز', 'خود', 'کپتانوں', 'کو', 'نہیں', 'لیتے', 'ہیں']"
پی سی بی میں یقینا سیاست ہے اور کیوں عماد وسیم قومی ٹیم میں نہیں ہے,negative,"['پی', 'سی', 'بی', 'میں', 'یقینا', 'سیاست', 'ہے', 'اور', 'کیوں', 'عماد', 'وسیم', 'قومی', 'ٹیم', 'میں', 'نہیں', 'ہے']"
ملتان سلطان کی بیتنگ مایوس کن تھی سب تھکے تھکے تھے شائد روزہ لگتا رہا افتخار کو پہلے بھیج دیتے تو بیس اسکور مزید بن جاتا اور یہ جیت جاتے,negative,"['ملتان', 'سلطان', 'کی', 'بیتنگ', 'مایوس', 'کن', 'تھی', 'سب', 'تھکے', 'تھکے', 'تھے', 'شائد', 'روزہ', 'لگتا', 'رہا', 'افتخار', 'کو', 'پہلے', 'بھیج', 'دیتے', 'تو', 'بیس', 'اسکور', 'مزید', 'بن', 'جاتا', 'اور', 'یہ', 'جیت', 'جاتے']"
یہ میچ طے شدہ ہے اور پوری دنیا بھی جانتی ہے کہ پیسہ پاکستان میں سب کچھ کرسکتا ہے,negative,"['یہ', 'میچ', 'طے', 'شدہ', 'ہے', 'اور', 'پوری', 'دنیا', 'بھی', 'جانتی', 'ہے', 'کہ', 'پیسہ', 'پاکستان', 'میں', 'سب', 'کچھ', 'کرسکتا', 'ہے']"
جب آپ کے پاس سکندر اور ویز بیٹنگ کے لئے باقی رہ جاتے ہیں تو پھر کیوں ٹی ایف شاہین بیٹنگ کا حکم سامنے آتا ہے,negative,"['جب', 'آپ', 'کے', 'پاس', 'سکندر', 'اور', 'ویز', 'بیٹنگ', 'کے', 'لئے', 'باقی', 'رہ', 'جاتے', 'ہیں', 'تو', 'پھر', 'کیوں', 'ٹی', 'ایف', 'شاہین', 'بیٹنگ', 'کا', 'حکم', 'سامنے', 'آتا', 'ہے']"
یک رن کی کے لیے نے کیو ہوٹ درد کے کھلاڑیوں کو رن آؤٹ کیا,negative,"['یک', 'رن', 'کی', 'کے', 'لیے', 'نے', 'کیو', 'ہوٹ', 'درد', 'کے', 'کھلاڑیوں', 'کو', 'رن', 'آؤٹ', 'کیا']"
کوئی برابر بیٹنگ نہیں ہے,negative,"['کوئی', 'برابر', 'بیٹنگ', 'نہیں', 'ہے']"
کراچی میں بہت کم ہجوم اور انہوں نے کراچی میں ہر پلے آف میچز لگائے,negative,"['کراچی', 'میں', 'بہت', 'کم', 'ہجوم', 'اور', 'انہوں', 'نے', 'کراچی', 'میں', 'ہر', 'پلے', 'آف', 'میچز', 'لگائے']"
زمان اس وقت شروع ہوتا ہے جب ٹورنامنٹس سے باہر ہونے پر جب وہ جانتا ہے کہ روٹھی این ایچ ای میلنیفر اِس میچ پرفارمنس آور ایگلی ایشن نے کی روٹین پی کے آئی سے میچ کیا ہے,negative,"['زمان', 'اس', 'وقت', 'شروع', 'ہوتا', 'ہے', 'جب', 'ٹورنامنٹس', 'سے', 'باہر', 'ہونے', 'پر', 'جب', 'وہ', 'جانتا', 'ہے', 'کہ', 'روٹھی', 'این', 'ایچ', 'ای', 'میلنیفر', 'اِس', 'میچ', 'پرفارمنس', 'آور', 'ایگلی', 'ایشن', 'نے', 'کی', 'روٹین', 'پی', 'کے', 'آئی', 'سے', 'میچ', 'کیا', 'ہے']"
پہلی بار میں پی ایس اے ایل کی جھلکیاں دیکھ رہا ہوں اسٹیڈیم اتنے خالی ہیں,negative,"['پہلی', 'بار', 'میں', 'پی', 'ایس', 'اے', 'ایل', 'کی', 'جھلکیاں', 'دیکھ', 'رہا', 'ہوں', 'اسٹیڈیم', 'اتنے', 'خالی', 'ہیں']"
ایلیمینیٹر میں بھی اتنا کم ہجوم,negative,"['ایلیمینیٹر', 'میں', 'بھی', 'اتنا', 'کم', 'ہجوم']"
بابر کے مقابلے میں حیدر علی بڑے کھلاڑی ایک بار پھر بابر نے ٹوک ٹوک کھیلا,negative,"['بابر', 'کے', 'مقابلے', 'میں', 'حیدر', 'علی', 'بڑے', 'کھلاڑی', 'ایک', 'بار', 'پھر', 'بابر', 'نے', 'ٹوک', 'ٹوک', 'کھیلا']"
بابر بیٹ اور کپتانی دونوں کے ساتھ غیر معمولی تھا,negative,"['بابر', 'بیٹ', 'اور', 'کپتانی', 'دونوں', 'کے', 'ساتھ', 'غیر', 'معمولی', 'تھا']"
زمبابیر کے پرستار,negative,"['زمبابیر', 'کے', 'پرستار']"
بابر اعظموں نے ابتدائی برخاستگی اتنی غمگین نہیں ہے جتنا بابر اعظم سست کھیل رہا ہے,negative,"['بابر', 'اعظموں', 'نے', 'ابتدائی', 'برخاستگی', 'اتنی', 'غمگین', 'نہیں', 'ہے', 'جتنا', 'بابر', 'اعظم', 'سست', 'کھیل', 'رہا', 'ہے']"
کراچی نے بہت ساری کیچ گرائی اور فیلڈنگ کی تعداد چھوٹ گئی,negative,"['کراچی', 'نے', 'بہت', 'ساری', 'کیچ', 'گرائی', 'اور', 'فیلڈنگ', 'کی', 'تعداد', 'چھوٹ', 'گئی']"
کوئٹہ کو مکمل طور پر ذلیل کیا گیا ہے,negative,"['کوئٹہ', 'کو', 'مکمل', 'طور', 'پر', 'ذلیل', 'کیا', 'گیا', 'ہے']"
شعیب ملک کو پہلے پریکٹس کرنی چاہئے,negative,"['شعیب', 'ملک', 'کو', 'پہلے', 'پریکٹس', 'کرنی', 'چاہئے']"
سفید بال کرکٹ میں شان مسعود بدترین بلے باز ہے,negative,"['سفید', 'بال', 'کرکٹ', 'میں', 'شان', 'مسعود', 'بدترین', 'بلے', 'باز', 'ہے']"
شان مسعود صرف کیپٹن کے لئے کھیلتا ہے,negative,"['شان', 'مسعود', 'صرف', 'کیپٹن', 'کے', 'لئے', 'کھیلتا', 'ہے']"
نواز ایک گیند کے ساتھ ناچ رہا تھا,negative,"['نواز', 'ایک', 'گیند', 'کے', 'ساتھ', 'ناچ', 'رہا', 'تھا']"
طارق بولنگ کا انداز غلط ہے,negative,"['طارق', 'بولنگ', 'کا', 'انداز', 'غلط', 'ہے']"
پی ایس ایل فلاپ ہے,negative,"['پی', 'ایس', 'ایل', 'فلاپ', 'ہے']"
پلے آف میں عماد فلاپ ہے,negative,"['پلے', 'آف', 'میں', 'عماد', 'فلاپ', 'ہے']"
کے ایف سی کی کفالت کے لئے بائیکاٹ پی ایس ایل,negative,"['کے', 'ایف', 'سی', 'کی', 'کفالت', 'کے', 'لئے', 'بائیکاٹ', 'پی', 'ایس', 'ایل']"
انٹرنیشنل کرکٹ کھیلنے والے جو پنجابی کرکٹ بورڈ کے سلیکٹ کردہ ہیں وہ پچھلے چار سال سے ذلت ورسوائی کا سبب بنے ہیں,negative,"['انٹرنیشنل', 'کرکٹ', 'کھیلنے', 'والے', 'جو', 'پنجابی', 'کرکٹ', 'بورڈ', 'کے', 'سلیکٹ', 'کردہ', 'ہیں', 'وہ', 'پچھلے', 'چار', 'سال', 'سے', 'ذلت', 'ورسوائی', 'کا', 'سبب', 'بنے', 'ہیں']"
ورلڈ کپ میں ذلیل کروارہے ہیں انکے بارے میں کیا خیال ہے,negative,"['ورلڈ', 'کپ', 'میں', 'ذلیل', 'کروارہے', 'ہیں', 'انکے', 'بارے', 'میں', 'کیا', 'خیال', 'ہے']"
رضوان بھائی جو باروں کی خراب اننگز کا کردار ادا کرتا ہے,negative,"['رضوان', 'بھائی', 'جو', 'باروں', 'کی', 'خراب', 'اننگز', 'کا', 'کردار', 'ادا', 'کرتا', 'ہے']"
بابر رضوان دین فروش ہارس رؤف اور دوسرے دیہاڑی دار,negative,"['بابر', 'رضوان', 'دین', 'فروش', 'ہارس', 'رؤف', 'اور', 'دوسرے', 'دیہاڑی', 'دار']"
بابر نے اپنے مشق میں بہت ساری زیادتییں سیکھی ہیں,negative,"['بابر', 'نے', 'اپنے', 'مشق', 'میں', 'بہت', 'ساری', 'زیادتییں', 'سیکھی', 'ہیں']"
جیسن رائے کرکٹ ورلڈ میں ایک گھٹیا اسٹار ہے,negative,"['جیسن', 'رائے', 'کرکٹ', 'ورلڈ', 'میں', 'ایک', 'گھٹیا', 'اسٹار', 'ہے']"
شرم کی بات ہے,negative,"['شرم', 'کی', 'بات', 'ہے']"
جس ٹیم نے آپ کی حمایت کی ہے وہ ہارنے لگتی ہے,negative,"['جس', 'ٹیم', 'نے', 'آپ', 'کی', 'حمایت', 'کی', 'ہے', 'وہ', 'ہارنے', 'لگتی', 'ہے']"
بورنگ لیگ,negative,"['بورنگ', 'لیگ']"
کوئی ہجوم نہیں دیکھنے کے لئے,negative,"['کوئی', 'ہجوم', 'نہیں', 'دیکھنے', 'کے', 'لئے']"
فکسنگ لیگ,negative,"['فکسنگ', 'لیگ']"
رن آؤٹ فکسنگ ہے,negative,"['رن', 'آؤٹ', 'فکسنگ', 'ہے']"
ورلڈ کپ میں عماد وسیم کو نظرانداز کرتے ہوئے زیمبر کو شرم کی بات ہے,negative,"['ورلڈ', 'کپ', 'میں', 'عماد', 'وسیم', 'کو', 'نظرانداز', 'کرتے', 'ہوئے', 'زیمبر', 'کو', 'شرم', 'کی', 'بات', 'ہے']"
شان مسعود کو پاکستان سے باہر دیں,negative,"['شان', 'مسعود', 'کو', 'پاکستان', 'سے', 'باہر', 'دیں']"
شعیب ملک شرم کریں۔,negative,"['شعیب', 'ملک', 'شرم', 'کریں۔']"
زمان خان کوئی ذہن والا آدمی نہیں ہے,negative,"['زمان', 'خان', 'کوئی', 'ذہن', 'والا', 'آدمی', 'نہیں', 'ہے']"
انہیں زمان سے جان چھڑانے کی ضرورت ہے,negative,"['انہیں', 'زمان', 'سے', 'جان', 'چھڑانے', 'کی', 'ضرورت', 'ہے']"
اسے کپتان نہ بنائیں۔,negative,"['اسے', 'کپتان', 'نہ', 'بنائیں۔']"
تفریحی حقیقت جب بی ثنا جاوید نہیں آتی ہے توملک اچھی طرح سے کھیلتا ہے,negative,"['تفریحی', 'حقیقت', 'جب', 'بی', 'ثنا', 'جاوید', 'نہیں', 'آتی', 'ہے', 'توملک', 'اچھی', 'طرح', 'سے', 'کھیلتا', 'ہے']"
شاہین آفریدی سوچ رہے ہیں کہ وہ شاہد آفریدی ہے,negative,"['شاہین', 'آفریدی', 'سوچ', 'رہے', 'ہیں', 'کہ', 'وہ', 'شاہد', 'آفریدی', 'ہے']"
دونوں ٹیموں نے ہارنے کی کوشش کی لیکن بدترین نے اسے جیت لیا,negative,"['دونوں', 'ٹیموں', 'نے', 'ہارنے', 'کی', 'کوشش', 'کی', 'لیکن', 'بدترین', 'نے', 'اسے', 'جیت', 'لیا']"
زمان خان نے پہلے میچ کو آخری بار بدنام کیا,negative,"['زمان', 'خان', 'نے', 'پہلے', 'میچ', 'کو', 'آخری', 'بار', 'بدنام', 'کیا']"
شاہین نے اسے ایک بار پھر ثابت کیا کہ وہ اوسطا بولر بن گیا ہے,negative,"['شاہین', 'نے', 'اسے', 'ایک', 'بار', 'پھر', 'ثابت', 'کیا', 'کہ', 'وہ', 'اوسطا', 'بولر', 'بن', 'گیا', 'ہے']"
ایسا میچ ہمارے گاؤں میں ہوتا ہے,negative,"['ایسا', 'میچ', 'ہمارے', 'گاؤں', 'میں', 'ہوتا', 'ہے']"
سب سے بدصورت اسٹیڈیم کراچی اسٹیڈیم ہے,negative,"['سب', 'سے', 'بدصورت', 'اسٹیڈیم', 'کراچی', 'اسٹیڈیم', 'ہے']"
شاہین آفریدی صوفہ ایک ناکام درجہ بند کھلاڑی اور کپتان,negative,"['شاہین', 'آفریدی', 'صوفہ', 'ایک', 'ناکام', 'درجہ', 'بند', 'کھلاڑی', 'اور', 'کپتان']"
شاہین آفریدی برائے مہربانی اپنی بیوی کو اپنی بیٹنگ سے خوش کرنے کی کوشش نہ کریں,negative,"['شاہین', 'آفریدی', 'برائے', 'مہربانی', 'اپنی', 'بیوی', 'کو', 'اپنی', 'بیٹنگ', 'سے', 'خوش', 'کرنے', 'کی', 'کوشش', 'نہ', 'کریں']"
شرم مگر تم کو آتی نہیں نقوی,negative,"['شرم', 'مگر', 'تم', 'کو', 'آتی', 'نہیں', 'نقوی']"
اچھا میچ لیکن میں بہت ساری سستے چیزوں کے ساتھ ہمیشہ کی طرح ناراض,negative,"['اچھا', 'میچ', 'لیکن', 'میں', 'بہت', 'ساری', 'سستے', 'چیزوں', 'کے', 'ساتھ', 'ہمیشہ', 'کی', 'طرح', 'ناراض']"
اسے پچ پر سیدھے آپ کے ساتھ اڑا دینا چاہئے تھا,negative,"['اسے', 'پچ', 'پر', 'سیدھے', 'آپ', 'کے', 'ساتھ', 'اڑا', 'دینا', 'چاہئے', 'تھا']"
